user_id,age,amount,payment_method_Visa,payment_method_MasterCard,payment_method_PayPal,payment_method_Crypto,device_Mobile,device_Desktop,country_USA,country_UK,country_India,country_Germany,country_Brazil,country_Russia,country_China,country_original,transaction_time,is_fraud,fraud_probability,risk_score,anomaly
4969,72,555.84,False,False,False,True,False,True,False,False,False,True,False,False,False,Germany,2024-07-26 12:35:29.419196,0,0.73,405.76320000000004,0
8108,27,253.52,False,False,False,True,False,True,False,False,False,False,True,False,False,Brazil,2025-03-22 21:06:50.297673,0,0.12,30.4224,0
2371,51,1954.06,False,True,False,False,False,True,False,False,False,True,False,False,False,Germany,2024-06-10 19:00:28.285650,0,0.85,1660.951,0
5992,18,1110.64,False,True,False,False,True,False,True,False,False,False,False,False,False,USA,2024-11-13 22:01:40.229957,0,0.28,310.97920000000005,0
6822,39,1347.26,True,False,False,False,True,False,False,False,False,False,False,True,False,Russia,2025-01-18 16:42:23.977217,0,0.32,431.1232,0
5175,55,4427.3,False,False,False,True,True,False,False,False,True,False,False,False,False,India,2024-12-22 01:01:42.719872,0,0.84,3718.932,0
2233,58,1397.41,False,False,False,True,False,True,False,False,False,False,False,False,True,China,2024-08-21 12:47:52.734064,0,0.08,111.79280000000001,0
5687,51,1197.56,True,False,False,False,False,True,True,False,False,False,False,False,False,USA,2025-03-22 13:56:06.783344,0,0.79,946.0724,0
9598,68,829.3,True,False,False,False,False,True,False,False,False,False,False,True,False,Russia,2024-10-04 03:15:49.649101,1,0.94,779.5419999999999,0
9885,49,247.15,False,True,False,False,True,False,False,False,False,False,True,False,False,Brazil,2024-07-14 14:34:20.353209,0,0.67,165.59050000000002,0
5259,46,32.93,False,False,True,False,False,True,False,False,True,False,False,False,False,India,2024-05-16 18:35:32.285231,0,0.53,17.4529,0
9939,73,3378.06,True,False,False,False,False,True,False,True,False,False,False,False,False,UK,2024-11-02 05:37:29.070988,0,0.67,2263.3002,0
2400,44,550.86,True,False,False,False,True,False,False,True,False,False,False,False,False,UK,2024-05-18 18:00:25.136015,0,0.02,11.0172,0
8333,52,433.81,True,False,False,False,True,False,False,False,False,False,False,False,True,China,2025-01-22 20:44:16.423599,0,0.06,26.0286,0
3036,69,1707.16,False,False,True,False,True,False,True,False,False,False,False,False,False,USA,2024-12-22 03:07:53.201631,0,0.41,699.9356,0
4794,21,1344.14,False,False,False,True,False,True,False,True,False,False,False,False,False,UK,2025-04-15 23:21:15.893291,0,0.09,120.9726,0
5238,59,1713.23,False,True,False,False,False,True,False,True,False,False,False,False,False,UK,2024-09-16 22:23:44.666070,0,0.86,1473.3778,0
2848,36,2297.13,True,False,False,False,True,False,False,False,False,False,True,False,False,Brazil,2025-01-15 10:26:52.282923,0,0.13,298.62690000000003,0
5141,45,1036.63,False,True,False,False,True,False,False,False,False,True,False,False,False,Germany,2025-01-03 13:39:58.800102,0,0.25,259.1575,0
1541,40,4775.74,False,False,True,False,False,True,False,False,False,False,True,False,False,Brazil,2025-03-18 10:17:11.178621,0,0.84,4011.6215999999995,0
2424,56,3892.86,False,False,True,False,False,True,False,False,False,True,False,False,False,Germany,2024-08-03 17:21:05.111705,0,0.14,545.0004,0
1910,53,2025.7,False,False,True,False,True,False,False,False,False,False,False,True,False,Russia,2024-08-11 08:46:16.231181,0,0.67,1357.219,0
7895,23,3876.63,False,True,False,False,True,False,False,False,False,False,True,False,False,Brazil,2024-07-09 23:36:53.700223,0,0.22,852.8586,0
7050,48,1625.55,False,False,False,True,True,False,True,False,False,False,False,False,False,USA,2024-05-08 00:39:07.181713,0,0.16,260.088,0
1057,48,4973.06,False,True,False,False,False,True,False,True,False,False,False,False,False,UK,2024-07-25 03:50:32.996066,0,0.29,1442.1874,0
4921,38,1868.94,False,False,False,True,True,False,True,False,False,False,False,False,False,USA,2024-05-02 07:12:52.185767,0,0.23,429.85620000000006,0
5350,24,2722.15,False,False,False,True,True,False,False,False,False,True,False,False,False,Germany,2024-08-23 08:08:29.651594,0,0.01,27.221500000000002,0
4695,45,88.68,False,False,False,True,False,True,False,False,False,True,False,False,False,Germany,2024-11-23 07:27:11.682950,0,0.74,65.62320000000001,0
3895,51,351.8,False,False,True,False,False,True,False,False,False,False,False,False,True,China,2024-05-26 22:51:27.417649,0,0.44,154.792,0
1626,29,3674.57,False,False,True,False,False,True,False,False,True,False,False,False,False,India,2024-06-28 08:25:09.309886,0,0.82,3013.1474,0
6880,45,2728.36,False,False,True,False,False,True,False,False,False,False,False,False,True,China,2024-10-12 06:40:49.466447,0,0.76,2073.5536,0
9868,45,1479.76,True,False,False,False,False,True,False,False,False,False,True,False,False,Brazil,2024-06-07 16:15:37.293932,0,0.2,295.952,0
9500,66,4083.93,False,False,True,False,True,False,False,False,True,False,False,False,False,India,2024-06-04 08:20:10.577404,0,0.34,1388.5362,0
6349,23,3138.6,False,False,True,False,True,False,False,True,False,False,False,False,False,UK,2025-03-30 19:12:00.725729,0,0.31,972.966,0
1579,38,3275.2,True,False,False,False,False,True,False,False,False,True,False,False,False,Germany,2024-05-02 05:00:32.577545,0,0.1,327.52,0
8080,45,2476.31,False,False,False,True,True,False,False,False,False,True,False,False,False,Germany,2024-11-08 00:39:38.951583,0,0.83,2055.3372999999997,0
2575,36,90.36,False,True,False,False,True,False,True,False,False,False,False,False,False,USA,2025-03-18 08:47:20.605092,0,0.45,40.662,0
1946,18,2590.99,True,False,False,False,True,False,True,False,False,False,False,False,False,USA,2025-01-12 17:52:32.332546,0,0.19,492.2881,0
2380,53,4588.02,True,False,False,False,True,False,False,True,False,False,False,False,False,UK,2025-01-07 22:27:12.194157,0,0.31,1422.2862000000002,0
9884,20,91.73,False,True,False,False,False,True,False,False,False,True,False,False,False,Germany,2024-05-22 01:34:33.799086,0,0.28,25.684400000000004,1
5539,66,4150.92,False,False,False,True,True,False,False,True,False,False,False,False,False,UK,2024-12-04 22:00:43.260233,0,0.35,1452.822,0
9852,41,2210.51,False,False,False,True,False,True,False,False,True,False,False,False,False,India,2024-09-05 13:40:14.368555,0,0.58,1282.0958,0
8297,52,3207.04,False,False,True,False,False,True,True,False,False,False,False,False,False,USA,2024-09-09 16:18:49.048480,0,0.61,1956.2944,0
2059,50,1253.53,False,True,False,False,True,False,False,False,False,False,True,False,False,Brazil,2024-11-23 23:24:27.449425,0,0.02,25.0706,0
6689,34,4974.98,False,False,True,False,True,False,False,True,False,False,False,False,False,UK,2025-01-11 15:05:19.784013,0,0.41,2039.7417999999998,0
8654,45,3071.62,False,False,True,False,True,False,False,False,False,False,True,False,False,Brazil,2024-07-03 00:16:17.275330,0,0.18,552.8915999999999,0
5855,59,1565.93,False,True,False,False,True,False,False,True,False,False,False,False,False,UK,2024-09-22 13:28:08.040958,0,0.38,595.0534,0
2329,66,1380.0,False,False,False,True,False,True,True,False,False,False,False,False,False,USA,2025-01-01 12:04:49.396930,0,0.72,993.5999999999999,0
3955,71,4634.35,False,False,False,True,False,True,False,True,False,False,False,False,False,UK,2024-05-01 10:37:25.851761,0,0.44,2039.1140000000003,0
9090,65,287.99,True,False,False,False,True,False,False,False,False,False,True,False,False,Brazil,2024-09-15 19:37:31.997801,0,0.85,244.7915,0
9416,46,1319.61,False,True,False,False,False,True,False,True,False,False,False,False,False,UK,2025-03-26 00:26:13.735425,0,0.31,409.0791,0
2947,72,1108.3,True,False,False,False,True,False,False,False,True,False,False,False,False,India,2024-07-05 01:29:49.535127,0,0.86,953.1379999999999,0
5419,39,4890.44,False,False,False,True,False,True,False,True,False,False,False,False,False,UK,2025-02-12 12:32:30.250168,0,0.56,2738.6464,0
4873,31,1731.98,False,True,False,False,False,True,False,False,False,True,False,False,False,Germany,2024-11-20 05:14:56.112622,0,0.2,346.396,0
2859,44,3185.19,True,False,False,False,True,False,False,False,False,False,False,False,True,China,2024-11-10 10:26:13.416831,0,0.46,1465.1874,0
6549,36,2484.38,False,True,False,False,False,True,False,False,False,False,False,False,True,China,2024-08-15 23:55:05.104484,0,0.98,2434.6924,0
8064,55,2094.97,False,True,False,False,False,True,True,False,False,False,False,False,False,USA,2024-04-20 03:26:42.288135,0,0.74,1550.2777999999998,0
9974,62,216.4,True,False,False,False,False,True,False,False,False,False,True,False,False,Brazil,2024-09-13 10:52:35.700548,0,0.88,190.43200000000002,0
3858,57,3402.12,False,False,True,False,True,False,False,False,False,True,False,False,False,Germany,2024-08-14 14:54:50.183039,0,0.21,714.4452,0
6262,73,4690.39,False,False,False,True,True,False,False,False,False,False,False,False,True,China,2024-12-18 07:13:52.147502,0,0.26,1219.5014,0
9633,34,1095.64,True,False,False,False,False,True,True,False,False,False,False,False,False,USA,2024-07-18 05:45:11.105356,0,0.74,810.7736000000001,0
2379,19,3616.04,False,False,False,True,False,True,False,False,True,False,False,False,False,India,2024-07-05 07:41:22.791000,0,0.38,1374.0952,0
3430,22,4513.55,False,True,False,False,True,False,False,True,False,False,False,False,False,UK,2024-12-03 21:02:50.744478,0,0.41,1850.5555,0
4108,30,349.5,False,False,False,True,True,False,False,False,False,False,False,True,False,Russia,2024-12-27 18:07:15.940107,0,0.75,262.125,0
7639,19,4251.1,True,False,False,False,False,True,False,True,False,False,False,False,False,UK,2024-08-22 17:07:31.331736,0,0.43,1827.9730000000002,0
1509,21,2408.91,False,False,False,True,False,True,False,False,True,False,False,False,False,India,2025-02-05 06:47:59.381398,0,0.92,2216.1972,0
3241,75,1185.49,False,False,True,False,False,True,False,True,False,False,False,False,False,UK,2024-05-22 06:28:04.510640,0,0.71,841.6979,0
9021,30,4922.52,False,False,True,False,True,False,False,False,False,False,True,False,False,Brazil,2024-09-17 11:15:08.369469,0,0.55,2707.3860000000004,0
5558,53,2827.7,False,False,False,True,True,False,False,False,True,False,False,False,False,India,2024-10-07 08:17:49.915212,0,0.07,197.939,0
4703,37,3064.17,False,False,False,True,False,True,False,False,False,False,False,False,True,China,2024-12-05 01:02:08.816346,0,0.18,551.5506,0
4645,23,480.54,False,False,True,False,False,True,False,False,True,False,False,False,False,India,2024-09-12 09:22:21.953572,0,0.44,211.4376,0
4561,18,4900.98,False,True,False,False,False,True,False,False,False,False,False,True,False,Russia,2024-07-11 17:21:00.129328,0,0.41,2009.4017999999996,1
8521,51,553.92,False,False,False,True,True,False,True,False,False,False,False,False,False,USA,2025-01-17 07:31:07.894519,0,0.74,409.90079999999995,0
2665,70,1705.9,False,False,True,False,False,True,False,False,False,False,True,False,False,Brazil,2025-01-13 19:28:48.843550,0,0.63,1074.717,0
5305,63,1327.37,False,False,False,True,False,True,False,True,False,False,False,False,False,UK,2024-10-09 04:23:43.456067,0,0.62,822.9694,0
8832,31,2077.07,True,False,False,False,False,True,False,False,False,True,False,False,False,Germany,2024-12-18 19:13:06.774659,0,0.4,830.8280000000001,0
4304,25,2688.65,False,False,False,True,False,True,False,False,True,False,False,False,False,India,2025-03-22 07:13:04.158779,0,0.52,1398.0980000000002,0
1390,18,2398.88,False,True,False,False,False,True,False,True,False,False,False,False,False,UK,2024-11-15 07:50:25.260768,0,0.26,623.7088,0
3455,46,4646.73,False,False,False,True,True,False,False,False,False,False,False,False,True,China,2024-09-13 07:36:15.348959,0,0.89,4135.5896999999995,0
8062,21,4170.56,True,False,False,False,True,False,False,False,True,False,False,False,False,India,2025-04-07 18:36:21.437894,0,0.29,1209.4624000000001,0
9637,53,2629.94,True,False,False,False,False,True,False,True,False,False,False,False,False,UK,2025-03-13 13:54:28.886703,0,0.21,552.2874,0
8845,63,3462.84,True,False,False,False,True,False,False,False,False,False,True,False,False,Brazil,2024-12-04 20:40:32.947642,0,0.53,1835.3052000000002,0
6988,27,941.9,False,False,True,False,True,False,True,False,False,False,False,False,False,USA,2024-09-25 09:24:12.885202,0,0.29,273.15099999999995,0
1686,70,2274.89,False,False,True,False,True,False,False,False,False,False,False,False,True,China,2025-04-17 16:58:32.149788,0,0.42,955.4537999999999,0
1613,55,4890.13,False,False,True,False,False,True,False,False,True,False,False,False,False,India,2025-01-28 14:48:22.556283,0,0.17,831.3221000000001,0
2008,53,2463.65,False,False,True,False,True,False,False,True,False,False,False,False,False,UK,2024-12-17 04:47:52.771040,0,0.28,689.8220000000001,0
2455,49,1228.1,False,False,False,True,True,False,False,True,False,False,False,False,False,UK,2024-11-25 14:56:19.437726,0,0.74,908.7939999999999,0
6573,70,913.67,False,True,False,False,False,True,False,False,False,False,False,False,True,China,2024-10-24 18:47:12.126200,0,0.44,402.0148,0
5438,35,3957.08,False,False,True,False,True,False,False,False,False,True,False,False,False,Germany,2025-01-11 23:13:51.168536,0,0.2,791.416,0
5938,50,4814.42,False,False,True,False,False,True,False,False,False,False,False,True,False,Russia,2024-11-04 09:03:31.629773,0,0.04,192.57680000000002,0
6772,48,3434.32,False,False,False,True,False,True,False,False,False,False,False,False,True,China,2024-10-15 01:09:30.568319,0,0.01,34.3432,0
2213,22,2421.34,False,True,False,False,True,False,True,False,False,False,False,False,False,USA,2025-02-03 14:40:37.876592,0,0.82,1985.4988,0
4562,25,3268.56,True,False,False,False,True,False,False,False,False,False,False,True,False,Russia,2024-10-11 09:22:08.623021,1,0.73,2386.0488,0
9703,41,3398.87,False,False,True,False,True,False,False,False,False,False,False,True,False,Russia,2024-09-16 03:41:46.652187,0,0.85,2889.0395,0
8424,22,2516.47,True,False,False,False,False,True,False,False,False,False,False,True,False,Russia,2024-04-24 09:13:37.115041,0,0.52,1308.5644,0
8043,60,1750.97,False,False,True,False,False,True,False,False,True,False,False,False,False,India,2024-04-20 16:08:56.909363,0,0.35,612.8394999999999,0
1502,32,570.44,False,False,False,True,True,False,False,False,False,False,True,False,False,Brazil,2024-10-30 16:47:32.171064,0,0.26,148.3144,0
3198,69,1409.01,False,True,False,False,True,False,False,False,False,False,True,False,False,Brazil,2024-11-11 10:22:18.729011,0,0.89,1254.0189,0
2027,28,259.42,False,False,True,False,False,True,True,False,False,False,False,False,False,USA,2024-11-30 21:07:34.949978,0,0.79,204.94180000000003,0
9070,54,2870.18,False,False,False,True,False,True,False,True,False,False,False,False,False,UK,2024-12-15 18:29:07.775054,0,0.16,459.2288,0
2329,58,1687.3,False,True,False,False,True,False,True,False,False,False,False,False,False,USA,2025-04-04 04:33:06.540591,0,0.55,928.0150000000001,0
6945,55,482.98,False,False,False,True,True,False,False,True,False,False,False,False,False,UK,2025-04-15 21:23:01.958982,0,0.38,183.5324,0
7931,25,161.73,False,False,True,False,False,True,False,False,True,False,False,False,False,India,2025-03-31 19:19:37.104594,0,0.44,71.1612,0
1989,73,3137.5,False,False,False,True,True,False,False,True,False,False,False,False,False,UK,2024-07-26 17:37:30.653780,0,0.35,1098.125,0
9410,40,765.38,False,False,True,False,True,False,True,False,False,False,False,False,False,USA,2024-10-02 03:42:18.288873,0,0.61,466.8818,0
3255,53,1646.89,True,False,False,False,False,True,False,True,False,False,False,False,False,UK,2025-02-08 16:37:01.732584,1,0.95,1564.5455,0
4532,68,2767.99,False,False,True,False,False,True,True,False,False,False,False,False,False,USA,2024-11-06 10:36:02.137249,0,0.62,1716.1537999999998,0
8961,57,3839.53,False,False,True,False,False,True,True,False,False,False,False,False,False,USA,2025-02-24 02:25:27.577226,0,0.93,3570.7629,0
2057,34,4211.89,True,False,False,False,False,True,False,False,True,False,False,False,False,India,2025-02-03 05:56:37.238132,0,0.08,336.95120000000003,0
8710,28,827.53,False,False,True,False,False,True,True,False,False,False,False,False,False,USA,2025-03-13 11:13:55.383040,0,0.39,322.7367,0
5235,43,3171.07,True,False,False,False,True,False,False,False,False,True,False,False,False,Germany,2025-01-15 00:16:53.800383,0,0.35,1109.8745,0
3601,65,1524.33,False,True,False,False,False,True,True,False,False,False,False,False,False,USA,2024-08-21 14:43:23.704154,0,0.13,198.1629,0
5633,29,768.72,True,False,False,False,True,False,False,False,False,True,False,False,False,Germany,2025-01-07 10:10:58.956134,0,0.45,345.92400000000004,0
9932,60,3984.29,False,False,True,False,True,False,False,False,False,True,False,False,False,Germany,2024-04-27 09:19:57.708488,0,0.77,3067.9033,0
9646,36,1817.58,False,True,False,False,True,False,False,False,False,True,False,False,False,Germany,2025-02-14 17:23:27.300419,0,0.0,0.0,0
4689,25,342.69,False,True,False,False,False,True,False,True,False,False,False,False,False,UK,2024-05-26 15:45:57.430773,0,0.81,277.57890000000003,0
4863,65,4712.41,False,False,True,False,True,False,True,False,False,False,False,False,False,USA,2025-01-11 12:08:12.929308,0,0.13,612.6133,0
3354,30,3338.7,True,False,False,False,False,True,False,False,False,True,False,False,False,Germany,2025-02-20 19:15:55.472826,0,0.97,3238.5389999999998,0
1762,51,3268.73,False,False,True,False,False,True,False,False,False,False,True,False,False,Brazil,2024-05-15 06:47:52.964851,0,0.73,2386.1729,0
4649,62,3563.63,False,True,False,False,False,True,False,False,False,False,False,False,True,China,2024-04-20 10:05:44.656299,0,0.41,1461.0883,0
1584,20,4199.1,False,False,True,False,True,False,False,False,False,True,False,False,False,Germany,2025-02-24 15:42:21.164954,0,0.44,1847.6040000000003,0
9491,64,169.76,False,False,True,False,True,False,False,False,True,False,False,False,False,India,2025-03-11 00:28:05.635306,0,0.21,35.6496,0
7280,63,3408.81,False,False,True,False,False,True,False,False,True,False,False,False,False,India,2024-10-23 01:16:48.038085,0,0.93,3170.1933,0
3199,28,1577.08,False,False,True,False,False,True,False,False,False,False,False,True,False,Russia,2024-11-14 16:17:46.135509,0,0.64,1009.3312,0
7674,63,2721.82,False,False,True,False,True,False,False,False,False,False,True,False,False,Brazil,2024-08-31 08:01:07.263634,0,0.67,1823.6194000000003,0
5595,67,3464.75,False,False,False,True,True,False,False,False,False,True,False,False,False,Germany,2024-10-13 14:51:51.621246,0,0.27,935.4825000000001,0
6524,64,4059.81,True,False,False,False,True,False,False,False,True,False,False,False,False,India,2024-10-10 13:07:03.545255,0,0.63,2557.6803,0
1040,35,2914.72,True,False,False,False,False,True,False,True,False,False,False,False,False,UK,2024-09-29 20:54:01.094751,0,0.36,1049.2992,0
2768,41,3439.41,True,False,False,False,True,False,False,True,False,False,False,False,False,UK,2024-08-12 03:37:18.321134,0,0.52,1788.4932,0
2736,46,149.7,False,False,False,True,False,True,False,True,False,False,False,False,False,UK,2024-12-03 04:50:34.892220,0,0.32,47.903999999999996,0
3128,36,3624.8,False,False,True,False,True,False,False,False,False,True,False,False,False,Germany,2024-11-27 11:52:40.497194,0,0.7,2537.36,0
6010,43,176.4,True,False,False,False,False,True,True,False,False,False,False,False,False,USA,2024-09-30 18:30:43.157733,0,0.37,65.268,0
3011,32,2290.1,False,False,True,False,True,False,False,False,False,False,False,False,True,China,2024-07-06 06:11:27.736252,0,0.08,183.208,0
1810,62,3056.69,False,False,False,True,False,True,False,True,False,False,False,False,False,UK,2024-09-01 19:15:06.809123,0,0.76,2323.0844,0
1050,30,4027.6,False,False,True,False,True,False,False,True,False,False,False,False,False,UK,2025-01-23 09:40:52.991370,0,0.49,1973.524,0
2170,40,3870.06,False,False,True,False,False,True,False,True,False,False,False,False,False,UK,2025-02-09 06:26:53.746367,0,0.94,3637.8563999999997,0
6957,37,1471.08,False,False,False,True,True,False,False,False,False,False,False,False,True,China,2024-10-03 19:25:56.417933,0,0.89,1309.2612,0
6344,63,4547.69,True,False,False,False,False,True,False,False,False,False,False,True,False,Russia,2025-02-19 08:01:58.447817,0,0.27,1227.8763,0
3436,63,4750.04,False,False,False,True,True,False,False,False,False,False,False,False,True,China,2024-12-15 16:01:21.034880,1,0.35,1662.514,0
2998,52,4250.15,False,False,True,False,True,False,False,False,False,False,False,True,False,Russia,2024-06-22 01:08:47.072815,0,0.91,3867.6364999999996,0
9314,24,4686.34,False,False,False,True,False,True,False,False,False,True,False,False,False,Germany,2025-03-15 18:51:38.127764,0,0.41,1921.3994,0
5061,28,1247.91,False,True,False,False,False,True,True,False,False,False,False,False,False,USA,2024-05-05 09:35:58.416095,0,0.3,374.373,0
5506,70,244.88,False,False,True,False,True,False,False,True,False,False,False,False,False,UK,2024-08-04 22:48:43.311147,0,0.96,235.08479999999997,0
9989,59,2981.35,False,False,True,False,False,True,False,True,False,False,False,False,False,UK,2024-10-22 08:36:16.844913,0,0.72,2146.5719999999997,0
3720,35,2867.22,False,False,True,False,False,True,False,False,False,True,False,False,False,Germany,2024-08-28 05:01:27.749459,0,0.16,458.7552,0
3299,44,857.09,False,False,False,True,True,False,False,True,False,False,False,False,False,UK,2025-04-12 21:13:27.346899,0,0.83,711.3847,0
8150,34,4093.53,True,False,False,False,True,False,True,False,False,False,False,False,False,USA,2024-08-13 18:27:45.175125,0,0.37,1514.6061,0
7301,56,4279.17,True,False,False,False,True,False,False,False,True,False,False,False,False,India,2024-09-12 15:22:38.353421,0,0.36,1540.5012,0
2356,70,376.33,False,True,False,False,True,False,False,False,False,True,False,False,False,Germany,2024-09-10 16:48:06.821714,1,0.56,210.7448,0
